timestamp,route_id,route_code,start_location,end_location,distance_km,city,vehicle_count,average_speed,congestion_level,weather,temperature,rainfall
2026-06-11 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,90,66,Low,Rainy,29,5
2026-06-11 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,225,18,High,Sunny,29,0
2026-06-11 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,286,34,High,Rainy,25,7
2026-06-11 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,319,18,High,Rainy,32,8
2026-06-11 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,287,25,High,Sunny,37,0
2026-06-11 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,107,36,Medium,Sunny,33,0
2026-06-11 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,165,42,Medium,Rainy,33,10
2026-06-11 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,157,36,Medium,Cloudy,34,0
2026-06-11 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,169,44,Medium,Sunny,38,0
2026-06-11 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,149,36,Medium,Sunny,28,0
2026-06-11 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,157,43,Medium,Sunny,28,0
2026-06-11 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,259,26,High,Cloudy,37,0
2026-06-11 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,304,19,High,Cloudy,32,0
2026-06-11 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,192,22,High,Cloudy,25,0
2026-06-11 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,266,20,High,Sunny,24,0
2026-06-11 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,70,53,Low,Cloudy,25,0
2026-06-11 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,40,50,Low,Rainy,37,19
2026-06-11 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,62,50,Low,Cloudy,34,0
2026-06-12 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,78,68,Low,Cloudy,34,0
2026-06-12 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,32,58,Low,Sunny,26,0
2026-06-12 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,34,54,Low,Cloudy,32,0
2026-06-12 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,67,51,Low,Sunny,30,0
2026-06-12 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,50,51,Low,Rainy,34,14
2026-06-12 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,30,59,Low,Cloudy,30,0
2026-06-12 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,57,60,Low,Cloudy,26,0
2026-06-12 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,276,21,High,Rainy,38,15
2026-06-12 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,247,21,High,Rainy,36,11
2026-06-12 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,189,21,High,Cloudy,36,0
2026-06-12 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,311,30,High,Sunny,35,0
2026-06-12 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,172,39,Medium,Rainy,32,12
2026-06-12 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,160,35,Medium,Rainy,34,9
2026-06-12 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,116,46,Medium,Sunny,29,0
2026-06-12 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,151,47,Medium,Cloudy,38,0
2026-06-12 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,169,43,Medium,Cloudy,29,0
2026-06-12 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,119,43,Medium,Rainy,27,16
2026-06-12 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,268,19,High,Cloudy,30,0
2026-06-12 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,302,26,High,Cloudy,28,0
2026-06-12 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,203,32,High,Rainy,32,5
2026-06-12 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,247,18,High,Rainy,33,13
2026-06-12 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,35,65,Low,Sunny,30,0
2026-06-12 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,34,61,Low,Cloudy,34,0
2026-06-12 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,52,69,Low,Cloudy,31,0
2026-06-13 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,65,54,Low,Cloudy,30,0
2026-06-13 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,56,51,Low,Rainy,25,16
2026-06-13 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,81,69,Low,Rainy,26,7
2026-06-13 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,69,63,Low,Rainy,36,5
2026-06-13 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,69,66,Low,Cloudy,29,0
2026-06-13 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,31,60,Low,Rainy,32,13
2026-06-13 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,76,66,Low,Cloudy,28,0
2026-06-13 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,247,22,High,Sunny,37,0
2026-06-13 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,311,25,High,Rainy,36,15
2026-06-13 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,233,31,High,Cloudy,33,0
2026-06-13 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,319,23,High,Cloudy,32,0
2026-06-13 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,121,41,Medium,Cloudy,38,0
2026-06-13 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,128,37,Medium,Cloudy,30,0
2026-06-13 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,113,40,Medium,Sunny,35,0
2026-06-13 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,166,45,Medium,Rainy,28,12
2026-06-13 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,136,44,Medium,Rainy,37,4
2026-06-13 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,119,42,Medium,Sunny,38,0
2026-06-13 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,306,19,High,Rainy,31,1
2026-06-13 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,237,19,High,Cloudy,31,0
2026-06-13 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,193,29,High,Rainy,28,12
2026-06-13 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,185,33,High,Cloudy,33,0
2026-06-13 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,38,60,Low,Cloudy,26,0
2026-06-13 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,71,52,Low,Cloudy,29,0
2026-06-13 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,35,64,Low,Rainy,32,5
2026-06-14 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,34,54,Low,Sunny,26,0
2026-06-14 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,36,64,Low,Rainy,29,6
2026-06-14 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,71,61,Low,Cloudy,33,0
2026-06-14 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,35,62,Low,Rainy,28,1
2026-06-14 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,33,70,Low,Cloudy,24,0
2026-06-14 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,59,62,Low,Sunny,24,0
2026-06-14 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,41,65,Low,Rainy,31,14
2026-06-14 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,248,27,High,Cloudy,28,0
2026-06-14 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,240,26,High,Rainy,26,17
2026-06-14 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,242,35,High,Cloudy,31,0
2026-06-14 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,277,27,High,Rainy,33,10
2026-06-14 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,111,50,Medium,Cloudy,24,0
2026-06-14 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,124,43,Medium,Rainy,35,16
2026-06-14 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,174,42,Medium,Sunny,29,0
2026-06-14 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,121,44,Medium,Rainy,37,4
2026-06-14 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,111,36,Medium,Cloudy,34,0
2026-06-14 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,161,46,Medium,Sunny,29,0
2026-06-14 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,275,33,High,Sunny,24,0
2026-06-14 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,281,33,High,Cloudy,24,0
2026-06-14 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,230,34,High,Rainy,37,2
2026-06-14 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,277,26,High,Sunny,35,0
2026-06-14 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,49,53,Low,Rainy,26,17
2026-06-14 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,48,67,Low,Cloudy,33,0
2026-06-14 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,73,58,Low,Rainy,28,11
2026-06-15 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,85,64,Low,Cloudy,30,0
2026-06-15 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,51,59,Low,Sunny,35,0
2026-06-15 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,38,68,Low,Rainy,24,16
2026-06-15 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,86,54,Low,Sunny,26,0
2026-06-15 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,58,56,Low,Cloudy,29,0
2026-06-15 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,69,61,Low,Sunny,30,0
2026-06-15 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,73,62,Low,Rainy,28,9
2026-06-15 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,253,26,High,Sunny,36,0
2026-06-15 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,234,23,High,Sunny,31,0
2026-06-15 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,260,20,High,Cloudy,24,0
2026-06-15 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,300,21,High,Rainy,37,8
2026-06-15 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,147,43,Medium,Cloudy,33,0
2026-06-15 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,161,38,Medium,Cloudy,26,0
2026-06-15 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,130,40,Medium,Cloudy,32,0
2026-06-15 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,148,36,Medium,Rainy,35,13
2026-06-15 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,147,37,Medium,Rainy,35,3
2026-06-15 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,150,36,Medium,Sunny,32,0
2026-06-15 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,194,26,High,Rainy,29,15
2026-06-15 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,305,32,High,Cloudy,26,0
2026-06-15 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,290,22,High,Rainy,33,3
2026-06-15 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,220,35,High,Sunny,26,0
2026-06-15 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,58,62,Low,Rainy,36,16
2026-06-15 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,39,55,Low,Sunny,25,0
2026-06-15 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,82,51,Low,Sunny,27,0
2026-06-16 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,61,63,Low,Cloudy,26,0
2026-06-16 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,58,59,Low,Rainy,31,19
2026-06-16 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,68,53,Low,Rainy,24,8
2026-06-16 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,63,64,Low,Cloudy,33,0
2026-06-16 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,86,67,Low,Rainy,27,19
2026-06-16 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,89,66,Low,Cloudy,37,0
2026-06-16 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,76,58,Low,Cloudy,33,0
2026-06-16 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,233,21,High,Sunny,31,0
2026-06-16 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,282,19,High,Rainy,28,17
2026-06-16 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,232,18,High,Cloudy,26,0
2026-06-16 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,238,34,High,Rainy,32,3
2026-06-16 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,119,36,Medium,Cloudy,37,0
2026-06-16 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,171,43,Medium,Cloudy,36,0
2026-06-16 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,176,42,Medium,Cloudy,25,0
2026-06-16 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,162,42,Medium,Rainy,32,13
2026-06-16 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,130,36,Medium,Sunny,27,0
2026-06-16 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,148,37,Medium,Cloudy,36,0
2026-06-16 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,197,19,High,Cloudy,24,0
2026-06-16 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,288,21,High,Cloudy,35,0
2026-06-16 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,271,29,High,Sunny,24,0
2026-06-16 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,242,20,High,Cloudy,34,0
2026-06-16 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,54,64,Low,Cloudy,38,0
2026-06-16 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,40,61,Low,Rainy,26,18
2026-06-16 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,75,54,Low,Sunny,35,0
2026-06-17 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,64,61,Low,Cloudy,30,0
2026-06-17 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,87,66,Low,Cloudy,37,0
2026-06-17 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,56,61,Low,Rainy,37,11
2026-06-17 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,44,57,Low,Sunny,38,0
2026-06-17 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,75,61,Low,Sunny,25,0
2026-06-17 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,87,60,Low,Rainy,30,8
2026-06-17 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,75,52,Low,Rainy,31,7
2026-06-17 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,274,18,High,Sunny,30,0
2026-06-17 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,240,27,High,Sunny,25,0
2026-06-17 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,190,26,High,Sunny,30,0
2026-06-17 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,230,33,High,Cloudy,32,0
2026-06-17 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,133,48,Medium,Sunny,25,0
2026-06-17 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,154,36,Medium,Cloudy,27,0
2026-06-17 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,171,39,Medium,Rainy,29,3
2026-06-17 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,136,40,Medium,Rainy,32,17
2026-06-17 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,180,35,Medium,Rainy,26,7
2026-06-17 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,112,45,Medium,Cloudy,29,0
2026-06-17 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,182,31,High,Rainy,26,4
2026-06-17 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,277,28,High,Rainy,38,19
2026-06-17 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,296,23,High,Rainy,33,7
2026-06-17 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,191,26,High,Cloudy,27,0
2026-06-17 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,33,70,Low,Rainy,38,17
2026-06-17 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,84,62,Low,Rainy,34,4
2026-06-17 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,62,57,Low,Cloudy,25,0
2026-06-18 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,54,58,Low,Rainy,27,4
2026-06-18 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,82,67,Low,Rainy,34,2
2026-06-18 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,81,56,Low,Sunny,25,0
2026-06-18 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,42,55,Low,Cloudy,31,0
2026-06-18 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,39,55,Low,Rainy,34,7
2026-06-18 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,38,64,Low,Cloudy,32,0
2026-06-18 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,36,69,Low,Cloudy,26,0
2026-06-18 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,261,29,High,Cloudy,28,0
2026-06-18 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,296,23,High,Rainy,37,19
2026-06-18 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,210,22,High,Sunny,27,0
2026-06-18 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,285,33,High,Rainy,27,12
2026-06-18 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,142,41,Medium,Rainy,33,14
2026-06-18 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,138,45,Medium,Sunny,32,0
2026-06-18 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,176,37,Medium,Cloudy,29,0
2026-06-18 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,176,37,Medium,Sunny,37,0
2026-06-18 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,114,35,Medium,Sunny,25,0
2026-06-18 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,145,44,Medium,Rainy,24,11
2026-06-18 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,235,18,High,Rainy,38,1
2026-06-18 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,310,34,High,Sunny,29,0
2026-06-18 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,293,27,High,Sunny,36,0
2026-06-18 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,244,26,High,Cloudy,26,0
2026-06-18 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,50,63,Low,Sunny,28,0
2026-06-18 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,38,67,Low,Sunny,27,0
2026-06-18 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,72,54,Low,Cloudy,37,0
2026-06-19 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,31,52,Low,Cloudy,38,0
2026-06-19 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,70,67,Low,Sunny,30,0
2026-06-19 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,90,52,Low,Cloudy,26,0
2026-06-19 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,46,62,Low,Rainy,25,9
2026-06-19 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,88,64,Low,Rainy,25,5
2026-06-19 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,88,51,Low,Sunny,36,0
2026-06-19 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,88,69,Low,Sunny,31,0
2026-06-19 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,264,21,High,Rainy,27,20
2026-06-19 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,226,28,High,Cloudy,32,0
2026-06-19 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,246,30,High,Rainy,28,12
2026-06-19 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,281,25,High,Rainy,31,6
2026-06-19 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,161,38,Medium,Sunny,33,0
2026-06-19 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,142,49,Medium,Sunny,27,0
2026-06-19 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,164,44,Medium,Rainy,31,8
2026-06-19 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,144,35,Medium,Rainy,36,14
2026-06-19 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,156,38,Medium,Cloudy,31,0
2026-06-19 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,104,42,Medium,Cloudy,38,0
2026-06-19 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,202,28,High,Cloudy,33,0
2026-06-19 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,183,35,High,Cloudy,30,0
2026-06-19 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,274,22,High,Rainy,33,11
2026-06-19 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,287,21,High,Rainy,35,18
2026-06-19 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,65,51,Low,Sunny,31,0
2026-06-19 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,53,69,Low,Sunny,35,0
2026-06-19 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,86,69,Low,Cloudy,24,0
2026-06-20 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,53,61,Low,Cloudy,31,0
2026-06-20 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,79,50,Low,Sunny,29,0
2026-06-20 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,90,54,Low,Rainy,32,5
2026-06-20 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,36,54,Low,Cloudy,31,0
2026-06-20 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,37,64,Low,Rainy,33,19
2026-06-20 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,77,67,Low,Sunny,37,0
2026-06-20 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,33,56,Low,Rainy,38,7
2026-06-20 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,300,28,High,Rainy,31,2
2026-06-20 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,249,28,High,Sunny,24,0
2026-06-20 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,232,26,High,Cloudy,34,0
2026-06-20 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,272,23,High,Sunny,30,0
2026-06-20 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,159,44,Medium,Sunny,36,0
2026-06-20 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,150,45,Medium,Sunny,37,0
2026-06-20 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,153,37,Medium,Cloudy,33,0
2026-06-20 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,177,50,Medium,Sunny,32,0
2026-06-20 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,120,36,Medium,Rainy,30,4
2026-06-20 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,176,48,Medium,Rainy,38,7
2026-06-20 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,185,20,High,Rainy,37,5
2026-06-20 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,228,22,High,Rainy,27,6
2026-06-20 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,270,22,High,Cloudy,35,0
2026-06-20 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,287,24,High,Rainy,32,6
2026-06-20 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,49,60,Low,Sunny,28,0
2026-06-20 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,77,55,Low,Sunny,33,0
2026-06-20 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,59,64,Low,Cloudy,34,0
2026-06-21 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,80,70,Low,Sunny,27,0
2026-06-21 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,85,68,Low,Sunny,28,0
2026-06-21 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,67,52,Low,Sunny,27,0
2026-06-21 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,42,54,Low,Rainy,31,18
2026-06-21 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,85,55,Low,Cloudy,24,0
2026-06-21 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,38,60,Low,Cloudy,25,0
2026-06-21 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,38,69,Low,Rainy,30,5
2026-06-21 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,266,23,High,Cloudy,29,0
2026-06-21 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,313,26,High,Rainy,30,15
2026-06-21 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,284,35,High,Sunny,28,0
2026-06-21 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,304,34,High,Cloudy,24,0
2026-06-21 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,125,49,Medium,Cloudy,34,0
2026-06-21 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,124,44,Medium,Cloudy,30,0
